Week dynamic with cut																												
Date	WeekDynamic_Open_Interest_Total	WeekDynamic_Reportable_Positions_Net	WeekDynamic_Reportable_Positions_Long	WeekDynamic_Reportable_Positions_Short	WeekDynamic_Prod_Merc_Positions_Total	WeekDynamic_Prod_Merc_Positions_Net	WeekDynamic_Prod_Merc_Positions_Long	WeekDynamic_Prod_Merc_Positions_Short	WeekDynamic_Swap_Positions_Total	WeekDynamic_Swap_Positions_Net	WeekDynamic_Swap_Positions_Long	WeekDynamic_Swap_Positions_Short	WeekDynamic_Swap_Positions_Spread	WeekDynamic_M_Money_Positions_Total	WeekDynamic_M_Money_Positions_Net	WeekDynamic_M_Money_Positions_Long	WeekDynamic_M_Money_Positions_Short	WeekDynamic_M_Money_Positions_Spread	WeekDynamic_Other_Rept_Positions_Total	WeekDynamic_Other_Rept_Positions_Net	WeekDynamic_Other_Rept_Positions_Long	WeekDynamic_Other_Rept_Positions_Short	WeekDynamic_Other_Rept_Positions_Spread	WeekDynamic_NonRept_Positions_Total	WeekDynamic_NonRept_Positions_Net	WeekDynamic_NonRept_Positions_Long	WeekDynamic_NonRept_Positions_Short	biNet
01.06.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,3251768	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0952996	0,0000000	0,0000000	0,0795099	0,0000000	0,1469715	0,0385274	1
08.06.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0529461	-0,0330769	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0859025	0,1072569	0,0000000	0,4032131	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1
15.06.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,2293702	0,0000000	0,0000000	0,0000000	0,0770502	0,0000000	0,0545062	3,9622642	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1
22.06.2010	-0,0550631	0,0000000	-0,0545679	-0,0617035	-0,0694358	0,0000000	-0,1563681	0,0000000	-0,0304475	0,0000000	0,0000000	0,0000000	0,0000000	-0,0691552	0,0000000	0,0662817	-0,1021303	-0,1643621	0,0000000	-10,3726236	-0,1470018	0,0955358	0,0000000	0,0000000	0,0000000	-0,0607900	0,0000000	1
29.06.2010	-0,0503491	0,0000000	-0,0435300	-0,0528815	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1831829	-0,1096959	0,0000000	-0,2165381	0,0000000	0,0000000	-0,0704873	0,0000000	-0,1297396	0,0000000	1
06.07.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0610533	0,0000000	0,0000000	0,0000000	-0,1873120	0,3388090	-0,1174427	0,0000000	0,0000000	-0,1991025	0,0000000	0,0620719	0,0000000	0,0000000	0,1657886	0,0000000	0,0000000	0,0000000	0,0000000	0,0482887	1
13.07.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0774005	0,0000000	0,0000000	0,1126762	-0,0412462	0,0000000	-0,0299166	-0,5871439	0,3823811	0,0000000	-1,1943676	0,0953486	-0,1832742	0,1076292	0,0529485	0,0000000	0,0000000	0,0000000	0,1278190	0,0350384	0,0000000	0,0000000	0,0390034	1
20.07.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0713707	0,0000000	0,0000000	0,0933180	0,0322582	0,0000000	0,0000000	0,6203114	0,0000000	0,0000000	4,4061920	0,0956324	-0,1259849	0,1575722	0,0000000	0,0000000	0,2730538	0,0000000	-0,2624105	0,0000000	0,0000000	0,0693078	0,0000000	1
27.07.2010	0,0383959	0,0000000	0,0391076	0,0414579	0,0607829	0,0000000	0,1075421	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0709805	-0,1178474	0,0000000	0,0853533	0,0000000	0,0000000	0,1147336	0,2065987	0,0000000	0,0000000	0,0000000	0,0000000	1
03.08.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,2346529	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,3643085	-0,0826866	-0,2385612	-0,0741798	0,0000000	-0,1034344	-0,0568509	1
10.08.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0771234	-0,0294348	0,5417533	-0,1902881	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0947980	0,0000000	0,0000000	0,0000000	0,4537232	0,2036720	0,0000000	0,3527458	0,1197297	1
17.08.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0556363	-0,0467496	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1317277	0,0796481	0,0000000	0,0873837	0,0000000	0,1176000	-0,0793469	0,0000000	-0,0513694	-0,0983792	1
24.08.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1196861	0,0000000	-0,0305469	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1029028	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0665112	0,0000000	1
31.08.2010	-0,0715094	0,0000000	-0,0763219	-0,0751192	-0,0502809	0,0000000	0,0000000	0,0000000	-0,0312507	0,0000000	0,0000000	0,0000000	0,0000000	-0,0936100	0,0000000	0,0000000	-0,1891390	-0,1515152	-0,1631080	6,1847527	-0,4085937	0,0000000	-0,1213295	-0,0333892	0,0000000	0,0000000	-0,0451219	1
07.09.2010	0,0000000	0,0000000	0,0346171	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0369459	0,0493936	0,0436219	0,0000000	0,0000000	0,0510495	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,2149300	0,0000000	-0,1094569	-0,0855818	0,0000000	-0,1606649	-0,0346312	1
14.09.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0288630	0,0000000	0,0000000	0,0549105	0,0000000	0,0000000	0,0000000	0,1328298	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1453014	0,0000000	0,2588438	0,0783117	1
21.09.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0694814	0,0000000	0,0907866	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0480100	0,0000000	0,0881230	0,0000000	1
28.09.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1020172	0,0775981	0,1186404	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1
05.10.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1111649	0,0000000	0,0272159	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0956904	0,0000000	0,0000000	0,0000000	0,0000000	0,1244774	0,0000000	0,0000000	-0,0592075	0,0000000	-0,0901929	-0,0371809	1
12.10.2010	0,0000000	0,0000000	0,0000000	0,0321723	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0896081	0,0000000	0,0000000	0,1726391	0,1031608	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0387344	1
19.10.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0557646	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0357267	0,0000000	0,0000000	0,0429536	1
26.10.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0462464	0,0000000	0,0947292	0,0000000	1
02.11.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1326573	0,0000000	-0,0386376	0,0000000	0,0000000	0,0000000	-0,2178463	0,0000000	0,0000000	0,0550995	0,0000000	0,0000000	0,0729298	0,0000000	0,1367577	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0401279	1
09.11.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,2424647	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1092754	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0685424	0,0000000	0,1051080	0,0385790	1
16.11.2010	-0,0428116	2,0057076	0,0000000	-0,0544027	-0,0735033	0,0000000	0,0000000	-0,1113517	0,0000000	0,0000000	0,0000000	0,0000000	0,1722770	-0,0812630	-1,8555033	-0,2211703	0,0964514	-0,0988481	0,0000000	-2,4686110	0,0000000	-0,1599048	0,0000000	-0,0873972	2,0057076	-0,2411119	0,0466318	1
23.11.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0422383	0,0000000	0,0000000	0,5097150	0,0000000	-0,0456112	0,0000000	-0,0734006	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0657279	0,0000000	-0,1015792	-0,0430621	1
30.11.2010	-0,0745205	0,0000000	-0,0822571	-0,0858745	-0,0580465	0,0000000	0,0000000	0,0000000	-0,0558536	0,0542342	0,0000000	-0,3858323	-0,2557736	0,0000000	0,0000000	0,0000000	0,0000000	-0,0889093	-0,2132199	-1,8882665	-0,3562823	-0,0830705	-0,1719592	0,0000000	0,0000000	0,0000000	0,0000000	1
07.12.2010	0,0430237	0,0000000	0,0392204	0,0527701	0,0968043	0,0000000	0,0000000	0,1571357	0,0000000	0,0000000	0,0000000	-0,2670043	0,0000000	0,0981289	-2,1362206	0,3331176	-0,1446756	0,2174012	0,0000000	0,0000000	0,0000000	0,0000000	-0,1480143	0,0000000	0,0000000	0,0868546	0,0000000	1
14.12.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,2571769	0,0000000	0,0000000	0,0000000	0,0000000	-0,0767001	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0589870	0,0000000	-0,0612270	-0,0574854	1
21.12.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0332784	0,0000000	0,0600903	0,0000000	1
28.12.2010	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0638879	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
04.01.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0922768	0,0000000	2,1359743	-0,1080501	0,0000000	0,1389037	0,0370201	0,0000000	0,0533277	0,0000000	0
11.01.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0520811	-0,0384462	0,1624672	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0999535	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
18.01.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0950905	0,0000000	0,2165337	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
25.01.2011	0,0589560	0,0000000	0,0549627	0,0617820	0,0818229	0,0000000	0,1054249	0,0761941	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0768293	0,0000000	0,1581598	0,0000000	0,0000000	0,0638495	31,3106796	0,0000000	0,0000000	0,1519307	0,0647003	0,0000000	0,1018731	0,0374144	0
01.02.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1553926	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
08.02.2011	0,0301327	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1033711	0,0000000	0,1311078	0,0808767	0,0000000	0,0584060	0,0000000	0,0850111	0,0369978	0
15.02.2011	0,0000000	0,0000000	0,0000000	-0,0325208	-0,0636499	0,0000000	0,0000000	-0,0681323	0,0248590	0,0000000	0,0000000	0,0000000	0,2716744	-0,0682597	0,0000000	-0,0805007	0,0000000	-0,1681391	0,0000000	-1,0513419	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
22.02.2011	-0,0520373	0,0000000	-0,0601646	-0,0540904	0,0000000	0,0000000	0,0000000	0,0000000	-0,0302400	0,0000000	0,0000000	0,0000000	0,0000000	-0,0803142	0,0000000	-0,1558278	0,0000000	-0,1059796	-0,0906398	24,7727273	0,0000000	-0,1250776	0,0000000	0,0000000	0,0000000	0,0000000	-0,0366874	0
01.03.2011	-0,0648279	0,3810030	-0,0585316	-0,0675984	-0,0925785	0,0000000	-0,2491405	0,0000000	0,0000000	0,0000000	0,0325191	0,0000000	-0,2243981	-0,1100727	0,0000000	-0,1168886	-0,1510417	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0793455	0,3810030	-0,1204232	-0,0444884	0
08.03.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-1,3220435	-0,1052602	0,0000000	0,0000000	-0,0668501	0,0000000	-0,0784686	-0,0577746	0
15.03.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0637173	-0,0346610	0,2101288	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1
22.03.2011	0,0000000	0,0000000	0,0000000	0,0000000	-0,0506231	0,0000000	0,0000000	0,0000000	0,0000000	0,0329311	0,0248630	0,0000000	-0,1522759	0,0000000	0,0000000	-0,0832519	0,0943263	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1
29.03.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0481278	0,0000000	-0,1414345	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
05.04.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0556323	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1006203	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
12.04.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1913318	-0,0689218	0,0000000	0,0000000	-0,0775953	-0,1932909	0,0000000	1,5244724	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
19.04.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0416124	-0,0387143	0,0000000	0,0000000	0,0504267	0,0000000	0,0708750	0,0886378	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0782270	0,0000000	-0,0648132	-0,0875163	0
26.04.2011	-0,0303760	0,0000000	-0,0342278	-0,0331899	0,0000000	0,0000000	-0,1034701	0,0000000	-0,0250488	0,0000000	0,0000000	0,0000000	-0,1786127	0,0000000	0,0000000	0,0861984	0,0000000	0,0000000	-0,0709485	0,0000000	-0,1258406	0,0982372	-0,1754570	0,0000000	0,0000000	0,0000000	0,0000000	0
03.05.2011	0,0000000	0,0000000	0,0000000	0,0000000	-0,0679079	0,0000000	0,0000000	-0,0722742	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1139168	0,1064533	0,0000000	0,0000000	0,0000000	0,0000000	-0,1538339	0,0000000	0,0000000	0,0000000	0,0000000	0
10.05.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0329789	-0,0371483	-0,0365647	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0857817	0,0000000	0,0381192	0,0000000	0,0000000	0,0587843	0
17.05.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,2053205	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1056762	0,1192125	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0374982	0
24.05.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1618871	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1,6210606	0,0749189	-0,2130293	0,1639723	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0438519	0,0000000	0,1122403	0,0000000	0
31.05.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
07.06.2011	0,0000000	0,0000000	0,0000000	0,0000000	-0,0521912	0,0000000	0,0000000	0,0000000	0,0000000	0,0429301	0,0308741	0,0000000	0,0000000	0,0000000	0,0000000	-0,0775196	0,1853228	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0804851	0,0000000	0,1142627	0,0574355	0
14.06.2011	0,0000000	0,0000000	0,0000000	0,0000000	-0,0478493	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1496143	0,0492935	0,0000000	0,0000000	0,2015693	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
21.06.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1455046	0,0000000	0,0000000	0,0390534	0,0302286	0,0000000	0,0000000	0,0569247	-2,2541298	0,0000000	0,2204111	-0,0980272	0,0000000	0,0000000	-0,1705140	0,0000000	0,1810299	0,0000000	0,0000000	0,0000000	0,0000000	1
28.06.2011	-0,0586225	0,0000000	-0,0624795	-0,0634716	-0,0524477	0,0000000	-0,1587135	0,0000000	-0,0430092	0,0000000	0,0000000	-0,2350722	-0,2875817	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1433540	0,0000000	-0,1704641	-0,0966898	-0,1841041	0,0000000	0,0000000	0,0000000	0,0000000	1
05.07.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0324522	0,0414107	0,0435847	0,0000000	0,0000000	0,0000000	0,8697647	0,0000000	0,0920233	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1
12.07.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1566755	0,0000000	0,0000000	0,0000000	-0,0893013	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1
19.07.2011	0,0000000	0,0000000	0,0000000	0,0000000	-0,0658158	0,0000000	-0,1585000	0,0000000	0,0000000	0,0000000	-0,0318797	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0784267	0,2159256	-0,0729309	0,0000000	-0,1369162	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
26.07.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,3462362	0,0000000	0,0000000	2,2423353	0,0000000	0,0000000	-0,0854215	0,0000000	0,0000000	-0,0817452	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
02.08.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1524198	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1604697	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0330764	0,0000000	0,0000000	0,0362067	0
09.08.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0351184	-0,0471497	-0,0395845	0,1531968	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1394193	0,0000000	0,0000000	-0,0409662	0,0000000	-0,0542463	0,0000000	1
16.08.2011	0,0000000	0,0000000	0,0000000	0,0329684	0,0539437	0,0000000	0,0000000	0,0699367	0,0341191	0,0000000	0,0000000	0,0000000	0,1743852	0,0000000	0,0000000	0,0612644	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
23.08.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0529645	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
30.08.2011	-0,0506583	0,0000000	-0,0496191	-0,0563122	0,0000000	0,0000000	-0,1478595	0,0000000	0,0000000	-0,0545594	-0,0333661	0,4355469	0,0000000	-0,0944779	-4,5359811	0,0000000	-0,1988230	0,0000000	-0,0921990	0,0000000	0,0000000	-0,1044196	0,0000000	-0,0330826	0,0000000	-0,0616125	0,0000000	0
06.09.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1012677	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0686540	0,0000000	-0,1086318	-0,0445631	0
13.09.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1525946	-0,0774618	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1000667	-2,3302462	-0,0615869	0,3283252	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0
20.09.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1879306	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0934701	1,0071319	0,0000000	0,1944177	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0407463	0,0000000	0,0529360	0,0000000	0
27.09.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1617034	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0689056	0,1257739	0,0000000	0,0000000	0,0000000	0,1188288	0,0000000	0,0000000	-0,0332076	0,0000000	0,0000000	-0,0365228	1
04.10.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0423007	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	1
11.10.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,1315560	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,1123225	0,0887698	0,0000000	-0,0695529	0,0000000	-0,1000303	-0,0520144	1
18.10.2011	0,0314338	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0824527	0,0000000	0,0000000	0,0972216	0,0995795	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0847389	0,0000000	0,1721977	0,0369593	1
25.10.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0853985	0,0000000	-0,0996323	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0504773	0,0000000	0,0539492	0,0483333	1
01.11.2011	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	0,0000000	-0,0379609	0,0000000	-0,0600507	0,0000000	1
08.11.2011	0,0000000	0,0000000	-0,0319337	-0,0351561	0,0000000	0,0000000	0,0000000	0,0000000	-0,0315219	0,0000000	0,0000000	0,0000000	-0,2156941	-0,0452739	0,0000000	0,0000000	-0,1001532	0,0000000	0,0000000	0,0000000	0,1171517	0,0000000	-0,2246711	0,1312001	0,0000000	0,1684510	0,1089209	1
