WeekDynamic_Classified																														
Date	WeekDynamic_Open_Interest_Total	WeekDynamic_Reportable_Positions_Net	WeekDynamic_Reportable_Positions_Long	WeekDynamic_Reportable_Positions_Short	WeekDynamic_Prod_Merc_Positions_Total	WeekDynamic_Prod_Merc_Positions_Net	WeekDynamic_Prod_Merc_Positions_Long	WeekDynamic_Prod_Merc_Positions_Short	WeekDynamic_Swap_Positions_Total	WeekDynamic_Swap_Positions_Net	WeekDynamic_Swap_Positions_Long	WeekDynamic_Swap_Positions_Short	WeekDynamic_Swap_Positions_Spread	WeekDynamic_M_Money_Positions_Total	WeekDynamic_M_Money_Positions_Net	WeekDynamic_M_Money_Positions_Long	WeekDynamic_M_Money_Positions_Short	WeekDynamic_M_Money_Positions_Spread	WeekDynamic_Other_Rept_Positions_Total	WeekDynamic_Other_Rept_Positions_Net	WeekDynamic_Other_Rept_Positions_Long	WeekDynamic_Other_Rept_Positions_Short	WeekDynamic_Other_Rept_Positions_Spread	WeekDynamic_NonRept_Positions_Total	WeekDynamic_NonRept_Positions_Net	WeekDynamic_NonRept_Positions_Long	WeekDynamic_NonRept_Positions_Short	binShort	binLong	binNeut
01.06.2010	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	6	0	7	5	0	1	0
08.06.2010	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	3	7	0	9	0	0	0	0	0	0	0	1	0
15.06.2010	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	6	5	0	0	0	0	0	0	0	0	1	0
22.06.2010	2	0	2	2	3	0	3	0	4	0	0	0	0	3	0	5	3	2	0	3	3	5	0	0	0	4	0	0	1	0
29.06.2010	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	3	0	3	0	0	1	0
06.07.2010	0	0	0	0	0	0	0	5	0	0	0	4	7	2	0	0	2	0	6	0	0	6	0	0	0	0	5	0	1	0
13.07.2010	0	0	0	0	6	0	0	6	3	0	4	3	7	0	4	6	2	6	6	0	0	0	6	5	0	0	5	0	1	0
20.07.2010	0	0	0	0	6	0	0	6	5	0	0	6	0	0	5	6	3	7	0	0	0	0	2	0	0	5	0	0	1	0
27.07.2010	6	0	6	6	6	0	6	0	0	0	0	0	0	0	0	5	3	0	6	0	0	6	6	0	0	0	0	0	1	0
03.08.2010	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	9	4	2	3	0	3	3	0	1	0
10.08.2010	0	0	0	0	0	0	0	0	0	3	4	6	3	0	0	0	0	0	6	0	0	0	9	9	0	9	7	0	1	0
17.08.2010	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	6	0	6	0	6	3	0	4	3	0	1	0
24.08.2010	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	1	0
31.08.2010	1	0	1	2	4	0	0	0	4	0	0	0	0	2	0	0	2	3	1	5	0	0	3	4	0	0	4	0	1	0
07.09.2010	0	0	6	0	0	0	0	0	6	6	6	0	0	6	0	0	0	0	0	0	7	0	3	2	0	2	4	0	1	0
14.09.2010	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	6	0	1	0
21.09.2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	6	0	6	0	0	1	0
28.09.2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	0	0	0	0	0	0	0	0	0	0	1	0
05.10.2010	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	3	0	0	0	0	6	0	0	3	0	3	4	0	1	0
12.10.2010	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	7	6	0	0	0	0	0	0	0	0	4	0	1	0
19.10.2010	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	1	0
26.10.2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	1	0
02.11.2010	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	5	0	0	6	0	6	0	0	0	0	0	4	0	1	0
09.11.2010	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	6	0	6	5	0	1	0
16.11.2010	3	5	0	2	3	0	0	3	0	0	0	0	6	2	4	2	6	3	0	4	0	3	0	2	5	1	5	0	1	0
23.11.2010	0	0	0	0	0	0	0	0	6	0	0	6	0	3	0	4	0	0	0	0	0	0	0	3	0	3	4	0	1	0
30.11.2010	1	0	1	1	3	0	0	0	3	6	0	3	3	0	0	0	0	3	0	4	0	4	3	0	0	0	0	0	1	0
07.12.2010	6	0	6	7	6	0	0	6	0	0	0	4	0	7	4	0	3	7	0	0	0	0	3	0	0	6	0	0	1	0
14.12.2010	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	3	0	4	3	0	1	0
21.12.2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	1
28.12.2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
04.01.2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	3	0	6	5	0	5	0	1	0	0
11.01.2011	0	0	0	0	0	0	0	0	0	3	3	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0
18.01.2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	1	0	0
25.01.2011	7	0	7	7	6	0	6	5	0	0	0	0	0	6	0	6	0	0	6	0	0	0	6	6	0	6	5	1	0	0
01.02.2011	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
08.02.2011	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	5	0	6	0	6	5	1	0	0
15.02.2011	0	0	0	3	3	0	0	4	5	0	0	0	6	3	0	4	0	2	0	4	0	0	0	0	0	0	0	1	0	0
22.02.2011	2	0	2	2	0	0	0	0	4	0	0	0	0	2	0	3	0	3	3	7	0	3	0	0	0	0	4	1	0	0
01.03.2011	2	5	2	2	3	0	2	0	0	0	5	0	3	2	0	3	3	0	0	0	0	0	0	3	5	3	4	1	0	0
08.03.2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	3	0	3	3	0	0	1
15.03.2011	0	0	0	0	0	0	0	0	0	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
22.03.2011	0	0	0	0	4	0	0	0	0	5	5	0	3	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	1
29.03.2011	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
05.04.2011	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0
12.04.2011	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	4	2	0	5	0	0	0	0	0	0	0	1	0	0
19.04.2011	0	0	0	0	0	0	0	0	0	4	3	0	0	6	0	5	6	0	0	0	0	0	0	3	0	4	3	1	0	0
26.04.2011	3	0	3	3	0	0	3	0	4	0	0	0	3	0	0	5	0	0	3	0	3	5	3	0	0	0	0	1	0	0
03.05.2011	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	6	6	0	0	0	0	3	0	0	0	0	1	0	0
10.05.2011	0	0	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	6	1	0	0
17.05.2011	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	5	1	0	0
24.05.2011	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	5	2	7	0	0	0	0	0	6	0	6	0	1	0	0
31.05.2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
07.06.2011	0	0	0	0	4	0	0	0	0	5	5	0	0	0	0	4	7	0	0	0	0	0	0	6	0	6	6	1	0	0
14.06.2011	0	0	0	0	4	0	0	0	0	0	0	0	3	6	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0
21.06.2011	0	0	0	0	0	0	6	0	0	5	5	0	0	6	4	0	7	3	0	0	3	0	6	0	0	0	0	0	0	1
28.06.2011	2	0	2	2	4	0	3	0	3	0	0	4	3	0	0	0	0	0	2	0	3	4	3	0	0	0	0	0	1	0
05.07.2011	0	0	0	0	0	0	0	0	5	5	6	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0
12.07.2011	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
19.07.2011	0	0	0	0	3	0	3	0	0	0	4	0	0	0	0	0	4	7	3	0	3	0	0	0	0	0	0	1	0	0
26.07.2011	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	3	0	0	4	0	0	0	0	0	0	1	0	0
02.08.2011	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	5	1	0	0
09.08.2011	0	0	0	0	0	0	0	0	3	4	3	5	0	0	0	0	0	0	0	0	6	0	0	3	0	4	0	0	0	1
16.08.2011	0	0	0	6	5	0	0	5	6	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23.08.2011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0
